Dish_Name,Category,Food,Calorie,Price
Jilli,Dinner,Non-Veg,2313,508.19
Malia,Snacks,Veg,573,236.89
Libbie,Dinner,Non-Veg,615,885.6
Joya,Lunch,Veg,1065,429.39
Zorina,Breakfast,Non-Veg,1431,368.12
Minette,Lunch,Non-Veg,1230,271.71
Rubie,Snacks,Non-Veg,2290,484.91
Cyndie,Breakfast,Veg,2442,609.23
Moria,Lunch,Veg,875,412.69
Karole,Snacks,Veg,2727,619.44
Timmi,Dinner,Veg,534,549.56
Anna-diane,Lunch,Veg,1593,333.6
Con,Dinner,Veg,1550,745.67
Louella,Lunch,Non-Veg,1169,394.53
Sabina,Snacks,Veg,749,661.26
Meta,Breakfast,Non-Veg,620,846.74
Linnie,Snacks,Non-Veg,1815,342.42
Maria,Lunch,Veg,2661,394.02
Dayle,Lunch,Non-Veg,2697,369.36
Mariana,Snacks,Veg,658,237.8
Katerina,Lunch,Veg,1281,506.08
Alecia,Dinner,Veg,621,953.6
Celia,Breakfast,Non-Veg,851,766.96
Elene,Lunch,Veg,1200,330.24
Nanci,Lunch,Non-Veg,2897,897.72
Betsy,Snacks,Non-Veg,2389,774.29
Faustine,Snacks,Non-Veg,2918,286.26
Emmy,Snacks,Non-Veg,1367,565.72
Marcelle,Dinner,Non-Veg,1331,435.18
Chantal,Dinner,Non-Veg,2968,854.0
Reba,Snacks,Non-Veg,2664,585.61
Kara,Breakfast,Non-Veg,2401,911.74
Lyn,Snacks,Veg,1500,901.65
Valli,Snacks,Veg,1535,919.56
Matti,Snacks,Non-Veg,2468,664.02
Stephine,Snacks,Veg,2077,524.54
Toinette,Snacks,Veg,1647,673.57
Shayne,Breakfast,Non-Veg,2947,994.15
Darya,Snacks,Non-Veg,1518,354.18
Marylou,Breakfast,Veg,1838,710.19
Mag,Snacks,Veg,2736,984.29
Sibel,Snacks,Non-Veg,1360,349.77
Olympia,Lunch,Non-Veg,1390,487.02
Dagmar,Snacks,Veg,1866,712.72
Elicia,Dinner,Non-Veg,1724,802.13
Tiphani,Lunch,Non-Veg,648,397.66
Genvieve,Snacks,Non-Veg,2883,812.02
Sheilah,Breakfast,Non-Veg,2447,427.35
Gwyneth,Dinner,Non-Veg,1162,793.6
Darcee,Snacks,Veg,2299,664.16
Blakelee,Breakfast,Non-Veg,2572,585.61
Hilda,Breakfast,Non-Veg,1812,296.17
Ottilie,Breakfast,Non-Veg,2292,850.86
Darsie,Lunch,Veg,914,274.47
Arda,Breakfast,Non-Veg,1716,272.3
Debbi,Snacks,Non-Veg,780,662.9
Wendi,Lunch,Non-Veg,2012,609.76
Eolande,Lunch,Veg,1463,774.1
Cassi,Lunch,Veg,2943,562.68
Vanessa,Snacks,Veg,1332,358.8
Kathrine,Snacks,Non-Veg,759,318.23
Dania,Lunch,Veg,2289,839.26
April,Breakfast,Non-Veg,2611,785.33
Lucretia,Snacks,Veg,1462,591.79
Reta,Dinner,Veg,2358,832.59
Adelaide,Snacks,Non-Veg,759,636.97
Marci,Snacks,Non-Veg,1654,204.99
Marlena,Dinner,Non-Veg,1454,250.07
Melba,Breakfast,Non-Veg,2828,243.15
Etti,Snacks,Veg,2572,628.31
Sybille,Snacks,Non-Veg,2317,297.4
Gracia,Lunch,Non-Veg,646,292.55
Laurella,Snacks,Non-Veg,2243,928.9
Antonella,Dinner,Non-Veg,2748,656.23
Marysa,Snacks,Non-Veg,2204,306.92
Morna,Breakfast,Veg,2670,673.55
Calida,Breakfast,Veg,2220,558.35
Siouxie,Breakfast,Veg,1618,738.61
Rheba,Snacks,Non-Veg,1626,497.39
Arlen,Lunch,Non-Veg,897,740.66
Nonnah,Snacks,Veg,582,800.21
Fredia,Lunch,Veg,1333,382.99
Haley,Dinner,Veg,1652,276.48
Nedda,Dinner,Non-Veg,710,969.57
Virgie,Lunch,Veg,2680,612.59
Della,Snacks,Non-Veg,2454,239.97
Mame,Dinner,Veg,1240,223.52
Constancia,Lunch,Veg,2527,740.77
Gwenneth,Lunch,Veg,879,256.79
Odette,Lunch,Non-Veg,1808,661.83
Mellicent,Dinner,Veg,2636,314.78
Nikoletta,Snacks,Non-Veg,1863,706.34
Brittni,Snacks,Non-Veg,2349,227.25
Bella,Dinner,Veg,1952,536.35
Darleen,Dinner,Non-Veg,568,455.15
Else,Snacks,Non-Veg,2129,220.97
Sibelle,Lunch,Non-Veg,964,249.62
Karrie,Snacks,Veg,2611,903.5
Cristin,Lunch,Veg,715,284.86
Crissy,Lunch,Veg,804,959.63
Margalo,Breakfast,Veg,1087,244.07
Cherise,Lunch,Veg,2988,232.94
Annalise,Lunch,Veg,2723,990.84
Milena,Snacks,Veg,2393,367.65
Caresse,Lunch,Non-Veg,767,936.35
Dynah,Breakfast,Veg,1751,543.04
Karleen,Breakfast,Non-Veg,1942,347.01
Nert,Breakfast,Veg,2595,568.05
Danielle,Dinner,Veg,1246,606.94
Mair,Dinner,Veg,1200,528.62
Elayne,Snacks,Non-Veg,2807,604.67
Albertina,Dinner,Veg,2010,530.95
Yettie,Breakfast,Veg,801,948.19
Wilhelmine,Breakfast,Non-Veg,877,574.08
Donni,Dinner,Veg,867,448.25
Norina,Lunch,Veg,1918,252.17
Vanda,Lunch,Veg,1235,240.18
Mahala,Snacks,Non-Veg,1185,330.61
Kamillah,Lunch,Non-Veg,2007,533.09
Calida,Snacks,Veg,901,934.59
Cathie,Lunch,Veg,1014,579.93
Norean,Dinner,Veg,2266,990.5
Cathy,Lunch,Non-Veg,2602,490.12
Mickie,Snacks,Veg,2633,652.11
Celisse,Lunch,Non-Veg,659,406.32
Querida,Breakfast,Non-Veg,1771,695.25
Meghann,Breakfast,Veg,871,519.32
Kaja,Snacks,Non-Veg,2130,801.62
Lorenza,Dinner,Veg,2850,830.44
Ki,Dinner,Veg,2506,723.59
Auria,Breakfast,Non-Veg,2274,762.32
Roanna,Lunch,Veg,2055,298.4
Wilone,Lunch,Non-Veg,2984,301.28
Noell,Breakfast,Non-Veg,1506,619.26
Stephie,Breakfast,Non-Veg,2114,577.51
Hildagard,Dinner,Veg,2469,834.36
Evvie,Snacks,Veg,2033,791.29
Calli,Dinner,Veg,1027,981.38
Karna,Lunch,Veg,1063,689.86
Carolann,Breakfast,Veg,665,513.09
Verna,Snacks,Non-Veg,2452,701.54
Waneta,Lunch,Veg,619,359.0
Hope,Breakfast,Veg,2808,364.71
Priscella,Lunch,Non-Veg,1296,873.84
Jackquelin,Snacks,Non-Veg,1966,961.03
Cheslie,Lunch,Non-Veg,1115,319.28
Glennis,Snacks,Veg,2080,934.96
Marsha,Breakfast,Veg,2276,829.66
Julianna,Snacks,Veg,1845,534.71
Hermina,Dinner,Veg,998,871.86
Constantine,Lunch,Non-Veg,617,329.99
Orly,Lunch,Non-Veg,1296,477.03
Gui,Lunch,Veg,1353,760.23
Georgianna,Dinner,Non-Veg,1648,793.89
Danika,Breakfast,Non-Veg,1158,502.25
Row,Dinner,Non-Veg,2166,361.88
Lucila,Breakfast,Veg,1560,575.04
Pamelina,Lunch,Non-Veg,2774,428.66
Vania,Lunch,Veg,1325,341.67
Emmeline,Dinner,Veg,1574,929.02
Heath,Lunch,Non-Veg,604,264.4
Christen,Lunch,Veg,881,484.25
Rhianon,Breakfast,Veg,2870,928.98
Candis,Lunch,Veg,1272,397.61
Gladys,Dinner,Non-Veg,2171,929.86
Kristel,Lunch,Veg,1278,341.41
Maegan,Breakfast,Non-Veg,1468,262.07
Savina,Dinner,Non-Veg,1319,554.79
Vita,Dinner,Veg,681,718.39
Cyndie,Snacks,Veg,2679,459.8
Carolann,Snacks,Veg,531,932.43
Avril,Dinner,Non-Veg,2941,816.78
Sandra,Snacks,Veg,2126,872.37
Virgie,Dinner,Non-Veg,2111,595.83
Tera,Breakfast,Veg,1041,724.5
Ray,Breakfast,Veg,2148,298.87
Evania,Snacks,Veg,2354,552.16
Tresa,Breakfast,Non-Veg,1479,356.81
Clementine,Snacks,Veg,2798,696.17
Donnamarie,Breakfast,Non-Veg,2345,408.08
Allina,Dinner,Non-Veg,938,543.32
Priscilla,Snacks,Non-Veg,2957,501.79
Leanora,Lunch,Non-Veg,577,492.28
Frederica,Breakfast,Non-Veg,1514,598.19
Gennifer,Dinner,Non-Veg,1589,868.26
Britteny,Lunch,Non-Veg,1878,687.65
Rici,Dinner,Veg,2120,355.35
Quinta,Breakfast,Veg,1474,768.15
Chiquia,Snacks,Veg,683,850.07
Aundrea,Snacks,Veg,1906,968.65
Carina,Dinner,Veg,2250,800.63
Meara,Dinner,Non-Veg,2448,908.73
Grata,Lunch,Non-Veg,599,960.54
Adah,Lunch,Non-Veg,2712,777.64
Dynah,Dinner,Non-Veg,956,772.02
Hollyanne,Dinner,Veg,2978,758.42
Sydney,Snacks,Non-Veg,557,295.63
Janean,Snacks,Veg,850,754.85
Konstance,Snacks,Veg,2727,750.8
Katerine,Snacks,Non-Veg,916,314.16
Ayn,Dinner,Veg,585,734.64
Elisabetta,Snacks,Non-Veg,730,230.25
Herminia,Lunch,Veg,2130,958.94
Catriona,Breakfast,Non-Veg,1552,321.25
Loren,Snacks,Veg,2412,852.34
Nessa,Lunch,Non-Veg,2279,407.93
Andriana,Breakfast,Non-Veg,2010,524.71
Lorenza,Snacks,Veg,1876,843.46
Abigael,Snacks,Non-Veg,986,882.54
Ludovika,Lunch,Veg,1465,977.23
Eleanora,Snacks,Veg,2931,530.99
Aurea,Snacks,Veg,1474,863.36
Glynnis,Dinner,Veg,2488,911.54
Alexine,Snacks,Veg,652,490.45
Lindsy,Lunch,Veg,2875,247.06
Antonetta,Breakfast,Veg,1838,375.13
Dot,Dinner,Non-Veg,2842,945.22
Sibley,Lunch,Non-Veg,1286,929.61
Felicle,Lunch,Non-Veg,2140,746.25
Rosa,Lunch,Veg,2523,912.48
Joelie,Dinner,Non-Veg,2632,605.25
Demetra,Snacks,Veg,2332,862.74
Ardis,Dinner,Non-Veg,2313,473.11
Elianora,Lunch,Veg,968,613.78
Ardis,Breakfast,Veg,1771,837.56
Elfrida,Breakfast,Veg,2795,283.21
Edith,Lunch,Veg,979,971.84
Cecilla,Breakfast,Veg,1076,338.3
Dulcine,Snacks,Non-Veg,505,962.07
Lizbeth,Snacks,Veg,2019,478.65
Rheta,Breakfast,Non-Veg,2017,884.14
Alyss,Snacks,Veg,1380,725.96
Deane,Snacks,Non-Veg,702,676.16
Sidoney,Snacks,Non-Veg,1586,603.38
Alyss,Lunch,Veg,1269,673.64
Wilhelmine,Dinner,Non-Veg,1676,462.31
Doralynne,Snacks,Non-Veg,1032,880.2
Gigi,Breakfast,Non-Veg,2049,999.94
Ophelie,Dinner,Veg,1736,589.83
Petra,Breakfast,Non-Veg,522,801.41
Linnie,Snacks,Non-Veg,1828,914.01
Zabrina,Lunch,Veg,1403,336.85
Eugenie,Breakfast,Veg,1372,466.04
Johnna,Dinner,Non-Veg,1452,777.58
Franni,Lunch,Non-Veg,1097,535.22
Ashlen,Lunch,Non-Veg,817,361.61
Kirstin,Snacks,Veg,981,351.23
Konstanze,Breakfast,Veg,1074,837.98
Adrea,Dinner,Veg,1792,420.77
Aurel,Dinner,Non-Veg,2326,392.26
Timothea,Lunch,Non-Veg,664,403.25
Mirilla,Dinner,Veg,1173,675.35
Doris,Dinner,Veg,1245,550.71
Adelle,Dinner,Non-Veg,1664,328.77
Kaile,Dinner,Veg,1451,632.18
Ilsa,Snacks,Veg,738,572.57
Adara,Lunch,Non-Veg,1088,291.98
Drucie,Dinner,Non-Veg,725,613.45
Conni,Lunch,Non-Veg,1620,453.58
Cati,Breakfast,Veg,2822,505.75
Linet,Dinner,Veg,2277,948.43
Zitella,Dinner,Non-Veg,2638,467.44
Lindsy,Lunch,Non-Veg,2210,267.05
Tabbatha,Snacks,Veg,913,964.52
Arabella,Breakfast,Non-Veg,1608,799.03
Maurene,Dinner,Veg,813,660.4
Jolyn,Dinner,Non-Veg,2301,908.85
Tomasina,Snacks,Non-Veg,2127,537.09
Jillana,Breakfast,Veg,960,827.74
Seline,Breakfast,Non-Veg,2701,665.46
Justina,Lunch,Veg,912,990.93
Bonita,Lunch,Veg,2739,420.2
Tamar,Breakfast,Non-Veg,1925,845.37
Aliza,Dinner,Non-Veg,1413,364.44
Carla,Breakfast,Non-Veg,1325,817.78
Gilda,Dinner,Veg,2292,661.21
Janis,Dinner,Veg,1661,467.58
Rubetta,Dinner,Veg,2929,680.01
Gelya,Breakfast,Veg,1722,467.09
Juli,Breakfast,Non-Veg,1873,545.86
Florenza,Snacks,Non-Veg,2468,709.8
Marylin,Snacks,Non-Veg,1958,837.14
Margo,Snacks,Veg,615,284.49
Cristal,Lunch,Non-Veg,1884,418.7
Yovonnda,Breakfast,Non-Veg,1767,713.88
Ricca,Snacks,Veg,1166,682.07
Wilie,Breakfast,Veg,1823,986.07
Leola,Snacks,Non-Veg,2192,803.84
Sharl,Lunch,Veg,2004,203.83
Wynny,Breakfast,Veg,859,383.54
Katusha,Lunch,Veg,785,776.19
Daveta,Dinner,Veg,2344,823.68
Elna,Dinner,Veg,835,783.13
Roanna,Lunch,Non-Veg,2157,733.2
Lesley,Dinner,Veg,788,886.68
Grissel,Snacks,Veg,2827,496.82
Aurore,Lunch,Veg,1026,897.64
Roxanna,Breakfast,Veg,2255,455.81
Wallie,Snacks,Veg,2758,257.52
Cornelia,Dinner,Veg,744,260.91
Alica,Dinner,Veg,886,629.76
Beryle,Breakfast,Veg,2267,299.5
Gabi,Dinner,Veg,1276,200.76
Uta,Dinner,Non-Veg,1766,581.95
Fallon,Breakfast,Non-Veg,2699,525.8
Leelah,Dinner,Non-Veg,511,412.98
Novelia,Lunch,Non-Veg,808,617.71
Jeni,Lunch,Veg,543,404.89
Allene,Breakfast,Non-Veg,2667,449.43
Veronika,Breakfast,Veg,857,499.21
Florance,Snacks,Non-Veg,574,609.79
Vitia,Snacks,Veg,1756,473.42
Gussy,Breakfast,Non-Veg,2396,851.85
Jacinta,Snacks,Veg,2167,732.62
Carroll,Snacks,Non-Veg,923,474.97
Lorita,Dinner,Non-Veg,2529,483.06
Leeann,Dinner,Non-Veg,1629,250.57
Pierrette,Lunch,Non-Veg,654,713.1
Sarette,Breakfast,Non-Veg,2530,916.33
Georgeta,Lunch,Veg,2277,641.62
Saundra,Snacks,Non-Veg,1061,331.25
Cherida,Breakfast,Non-Veg,1360,445.19
Doro,Lunch,Veg,2565,376.31
Nicolea,Lunch,Non-Veg,1291,669.72
Danika,Lunch,Veg,2295,391.68
Esther,Snacks,Non-Veg,2779,556.67
Doll,Breakfast,Non-Veg,530,224.64
Jilleen,Snacks,Veg,534,900.82
Louisa,Snacks,Veg,791,524.36
Iris,Breakfast,Non-Veg,2723,421.44
Kerri,Snacks,Veg,593,564.23
Kaye,Snacks,Non-Veg,2303,554.02
Yovonnda,Breakfast,Veg,2335,913.97
Sam,Dinner,Veg,2198,843.04
Mala,Breakfast,Veg,1349,945.37
Selia,Dinner,Veg,907,984.18
Gwen,Lunch,Non-Veg,2268,343.48
Emmey,Lunch,Veg,1137,546.93
Roxane,Dinner,Non-Veg,2474,229.1
Gale,Snacks,Veg,2722,764.57
Ashly,Breakfast,Non-Veg,2120,995.29
Candi,Dinner,Veg,2633,505.44
Inger,Dinner,Veg,2905,275.59
Lilli,Snacks,Veg,1803,379.32
Jobina,Dinner,Non-Veg,2833,308.12
Lexis,Lunch,Veg,1012,383.33
Chelsea,Snacks,Veg,1770,406.7
Jolyn,Snacks,Veg,597,981.35
Wilmette,Lunch,Non-Veg,964,632.46
Tedra,Snacks,Non-Veg,2114,742.29
Toma,Snacks,Veg,1549,524.35
Merralee,Breakfast,Veg,646,680.16
Sallee,Snacks,Veg,1764,478.79
Robinett,Snacks,Veg,2383,811.74
Floria,Lunch,Non-Veg,2072,665.83
Devora,Lunch,Non-Veg,2932,809.33
Melisent,Lunch,Non-Veg,1754,623.55
Kaela,Snacks,Veg,1358,237.14
Miguelita,Lunch,Non-Veg,2310,291.63
Ketti,Breakfast,Non-Veg,2076,713.87
Marci,Dinner,Veg,2073,775.64
Audre,Snacks,Veg,1462,453.92
Maisie,Snacks,Veg,1648,617.54
Blanche,Lunch,Veg,1037,588.27
Aeriell,Dinner,Non-Veg,2820,266.22
Allianora,Breakfast,Non-Veg,911,233.39
Lauri,Breakfast,Non-Veg,1064,605.16
Alissa,Lunch,Veg,2535,968.85
Ki,Lunch,Veg,1455,753.38
Beatrisa,Breakfast,Veg,516,854.31
Clemmie,Dinner,Non-Veg,1761,875.57
Henrie,Breakfast,Non-Veg,2950,763.43
Tildi,Dinner,Veg,2591,539.7
Rosalinde,Breakfast,Veg,2593,985.95
Adrianna,Snacks,Veg,1511,799.83
Sallyanne,Snacks,Non-Veg,2177,858.24
Gertruda,Snacks,Veg,2276,203.13
Noellyn,Breakfast,Veg,1806,848.05
Christian,Lunch,Veg,1180,229.59
